,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
1466,upside down,tt2105043,Upside Down,Upside Down,2012,81.0,Drama,4,2013-03-15,Upside Down,50000000,102118,26387039,26284921,Upside Down,MNE,105000.0,8000000.0,2013.0,8105000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,45.0,,,,,,,
1467,into the storm,tt2106361,Into the Storm,Into the Storm,2014,89.0,"Action,Adventure,Drama",40,2014-08-08,Into the Storm,50000000,47602194,150429371,102827177,Into The Storm,WB (NL),47600000.0,114100000.0,2014.0,161700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5.8,60894.0,"Aug 8, 2014",Into the Storm,50.0,47.0,150.0,103.0,"[action, thriller]"
1468,deadline,tt2106383,Deadline,Deadline,2011,83.0,"Mystery,Thriller",29,2009-12-31,Deadline,1800000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,6.7,347.0,,,,,,,
1469,a plague so pleasant,tt2107644,A Plague So Pleasant,A Plague So Pleasant,2013,76.0,"Drama,Horror,Thriller",81,2015-09-29,A Plague So Pleasant,1400,0,0,0,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.4,72.0,,,,,,,
1470,jackie,tt2108546,Jackie,Jackie,2012,100.0,"Comedy,Drama",87,2016-12-02,Jackie,9000000,13960394,36588512,22628118,Jackie,FoxS,14000000.0,,2016.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.8,1952.0,"Dec 2, 2016",Jackie,9.0,13.0,36.0,23.0,[drama]
1471,noah,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",51,2014-03-28,Noah,130000000,101200044,352831065,251631021,Noah,Par.,101200000.0,261399999.0,2014.0,362599999.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.5,12.0,,,,,,,
1472,paranormal activity 4,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",59,2012-10-19,Paranormal Activity 4,5000000,53900335,142817992,88917657,Paranormal Activity 4,Par.,53900000.0,88900000.0,2012.0,142800000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4.6,58408.0,"Oct 19, 2012",Paranormal Activity 4,5.0,53.0,142.0,89.0,[horror]
1473,transformers: age of extinction,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",37,2014-06-27,Transformers: Age of Extinction,210000000,245439076,1104039076,858600000,Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014.0,1104000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5.7,283486.0,"Jun 27, 2014",Transformers: Age of Extinction,210.0,245.0,1104.0,859.0,"[sci-fi, action, adventure]"
1474,diamond ruff,tt2111292,Diamond Ruff,Diamond Ruff,2015,82.0,Action,80,2014-12-31,Diamond Ruff,500000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4.3,65.0,,,,,,,
1475,mutual friends,tt2112209,Mutual Friends,Mutual Friends,2013,86.0,"Comedy,Romance",1,2014-07-01,Mutual Friends,450000,0,0,0,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.5,83.0,,,,,,,
1476,swelter,tt2112277,Swelter,Swelter,2014,96.0,"Action,Crime,Drama",42,2014-08-12,Swelter,8000000,0,44197,44197,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4.6,2536.0,,,,,,,
1477,duma,tt2112940,Duma,Duma,2011,55.0,"Biography,Crime,Documentary",33,2005-09-30,Duma,12000000,870067,994790,124723,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1478,elsa & fred,tt2113659,Elsa & Fred,Elsa & Fred,2014,93.0,"Comedy,Drama,Romance",24,2014-11-07,Elsa & Fred,10000000,67657,197901,130244,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.5,2711.0,,,,,,,
1479,the final girls,tt2118624,The Final Girls,The Final Girls,2015,88.0,"Comedy,Drama,Fantasy",58,2015-11-03,The Final Girls,4500000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,6.6,30219.0,,,,,,,
1480,turbulence,tt2118761,Turbulence,Turbulence,2011,90.0,Documentary,41,1997-01-10,Turbulence,55000000,11532774,11532774,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1481,hacksaw ridge,tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139.0,"Biography,Drama,History",17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,101695067,Hacksaw Ridge,LGF,67200000.0,108100000.0,2016.0,175300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.1,366904.0,,,,,,,
1482,the house with a clock in its walls,tt2119543,The House with a Clock in Its Walls,The House with a Clock in Its Walls,2018,105.0,"Comedy,Fantasy,Horror",16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,57782055,The House With A Clock In Its Walls,Uni.,68500000.0,62900000.0,2018.0,131400000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,6.0,32995.0,,,,,,,
1483,pixels,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",59,2015-07-24,Pixels,90000000,78765986,244041804,165275818,Pixels,Sony,78700000.0,166100000.0,2015.0,244800000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5.6,119789.0,,,,,,,
1484,alpha,tt2121250,Alpha,Alpha,2013,116.0,Crime,79,2018-08-17,Alpha,51000000,35851379,99624873,63773494,Alpha,Studio 8,35900000.0,62300000.0,2018.0,98200000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,102.0,,,,,,,
1485,home again,tt2121286,Home Again,Home Again,2012,104.0,Drama,57,2017-09-08,Home Again,15000000,27020284,37336874,10316590,Home Again,ORF,27000000.0,,2017.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,360.0,"Sep 8, 2017",Home Again,15.0,27.0,37.0,10.0,"[comedy, drama, romance]"
1486,the circle,tt2122313,The Circle,Cirkeln,2015,144.0,"Drama,Fantasy,Horror",4,2017-04-28,The Circle,18000000,20497844,40651864,20154020,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.9,2396.0,,,,,,,
1487,3,tt2123129,3,3,2012,145.0,"Drama,Mystery,Romance",85,2011-09-16,3,7200000,59774,295492,235718,,,,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.2,3471.0,,,,,,,
1488,underdogs,tt2123342,Underdogs,Underdogs,2013,102.0,"Drama,Family,Sport",41,2013-08-16,Underdogs,2500000,35017,1392649,1357632,,,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,882.0,,,,,,,
1489,the interview,tt2124945,The Interview,The Interview,2011,,,33,2014-02-06,The Interview,44000000,6105175,12342632,6237457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feb 6, 2014",The Interview,44.0,6.0,12.0,6.0,"[action, comedy]"
1490,the interview,tt2124946,The Interview,The Interview,2011,,Drama,33,2014-02-06,The Interview,44000000,6105175,12342632,6237457,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,"Feb 6, 2014",The Interview,44.0,6.0,12.0,6.0,"[action, comedy]"
1491,an american in hollywood,tt2125430,An American in Hollywood,An American in Hollywood,2014,89.0,Drama,70,2014-07-18,An American in Hollywood,125000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,200.0,,,,,,,
1492,beasts of the southern wild,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",18,2012-06-27,Beasts of the Southern Wild,1800000,12795746,23265132,10469386,Beasts of the Southern Wild,FoxS,12800000.0,8300000.0,2012.0,21100000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,7.3,77440.0,"Jun 27, 2012",Beasts of the Southern Wild,1.0,12.0,23.0,11.0,"[drama, fantasy, adventure]"
1493,truth or dare,tt2125681,Truth or Dare,Truth or Dare,2013,85.0,"Horror,Romance,Thriller",91,2018-04-13,Truth or Dare,3500000,41411015,95127344,53716329,Truth or Dare,Uni.,41400000.0,53900000.0,2018.0,95300000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.0,14.0,,,,,,,
1494,collide,tt2126235,Collide,Collide,2016,99.0,"Action,Crime,Thriller",13,2017-02-24,Collide,29200000,2280004,5466698,3186694,Collide,ORF,2300000.0,2500000.0,2017.0,4800000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5.7,13288.0,"Feb 24, 2017",Collide,29.0,2.0,5.0,3.0,"[thriller, action]"
1495,san andreas,tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",19,2015-05-29,San Andreas,110000000,155190832,456258539,301067707,San Andreas,WB (NL),155200000.0,318800000.0,2015.0,474000000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6.1,192750.0,"May 29, 2015",San Andreas,110.0,155.0,456.0,301.0,"[action, drama, thriller]"
1496,second act,tt2126357,Second Act,Second Act,2018,103.0,"Comedy,Drama,Romance",83,2018-12-21,Second Act,15700000,39282227,63288854,24006627,Second Act,STX,39300000.0,33000000.0,2018.0,72300000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.8,13109.0,"Dec 21, 2018",Second Act,15.0,39.0,63.0,24.0,"[romance, comedy]"
1497,stitches,tt2126362,Stitches,Stitches,2012,86.0,"Comedy,Horror",79,2013-04-01,Stitches,2000000,0,63555,63555,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.7,8214.0,,,,,,,
1498,unfinished business,tt2126400,Unfinished Business,Unfinished Business,2011,107.0,"Drama,Family",32,2015-03-06,Unfinished Business,35000000,10219501,13214051,2994550,Unfinished Business,Fox,10200000.0,4200000.0,2015.0,14400000.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,"Mar 6, 2015",Unfinished Business,35.0,10.0,13.0,3.0,[comedy]
1499,lost and found,tt2130116,Lost and Found,Lost and Found,2011,71.0,,11,1999-04-23,Lost and Found,14000000,6552255,6552255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,the mule,tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",100,2018-12-14,The Mule,50000000,103804407,170857676,67053269,The Mule,WB,103800000.0,68700000.0,2018.0,172500000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.3,5788.0,,,,,,,
1501,eden,tt2132321,Eden,Eden,2016,71.0,Drama,66,2016-01-19,Eden,2300000,0,0,0,Eden,BG,65500.0,,2015.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1502,spellbound,tt2132405,Spellbound,O-ssak-han yeon-ae,2011,114.0,"Comedy,Horror,Romance",74,2045-10-31,Spellbound,1500000,7000000,7000000,0,,,,,,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.9,2485.0,,,,,,,
1503,beautiful,tt2133191,Beautiful,Beautiful,2011,120.0,"Biography,Drama,Family",1,2000-09-29,Beautiful,9000000,3134509,3134509,0,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,751.0,,,,,,,
1504,the foreigner,tt2133340,The Foreigner,The Foreigner,2011,145.0,Action,81,2017-10-13,The Foreigner,35000000,34393507,140783360,106389853,The Foreigner,STX,34400000.0,111000000.0,2017.0,145400000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
1505,whatever it takes,tt2133372,Whatever it Takes,Whatever it Takes,2011,87.0,"Documentary,Drama",7,2000-03-24,Whatever it Takes,15000000,8735529,8735529,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1506,triangle,tt2134186,Triangle,Triangle,2011,62.0,"Family,Fantasy,Music",52,2010-02-10,Triangle,12000000,0,1594955,1594955,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,,,,,,,,,
1507,happily never after,tt2136972,Happily Never After,Happily Never After,2012,78.0,"Comedy,Drama",38,2007-01-05,Happily N'Ever After,47000000,15849032,37923818,22074786,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.7,68.0,,,,,,,
1508,the hadza: last of the first,tt2139721,The Hadza: Last of the First,The Hadza: Last of the First,2014,71.0,Documentary,3,2014-12-31,The Hadza: Last of the First,650000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.7,10.0,,,,,,,
1509,long shot,tt2139881,Long Shot,Long Shot,2019,125.0,"Comedy,Romance",75,2019-05-03,Long Shot,40000000,30202860,43711031,13508171,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.2,12814.0,"May 3, 2019",Long Shot,40.0,30.0,43.0,13.0,[documentary]
1510,jane got a gun,tt2140037,Jane Got a Gun,Jane Got a Gun,2015,98.0,"Action,Drama,Western",12,2016-01-29,Jane Got a Gun,25000000,1513793,3771345,2257552,Jane Got a Gun,Wein.,1500000.0,,2016.0,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.9,19051.0,"Jan 29, 2016",Jane Got a Gun,25.0,1.0,3.0,2.0,"[action, drama, western]"
1511,saving mr. banks,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",37,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,31662764,Saving Mr. Banks,BV,83300000.0,34600000.0,2013.0,117900000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.5,140678.0,"Dec 13, 2013",Saving Mr. Banks,35.0,83.0,114.0,31.0,"[comedy, drama, history]"
1512,self/less,tt2140379,Self/less,Self/less,2015,117.0,"Action,Mystery,Sci-Fi",48,2015-07-10,Self/Less,26000000,12279691,33667319,21387628,Self/Less,Focus,12300000.0,18200000.0,2015.0,30500000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6.5,80743.0,,,,,,,
1513,the accountant,tt2140479,The Accountant,The Accountant,2016,128.0,"Action,Crime,Drama",100,2016-10-14,The Accountant,40000000,86260045,152962083,66702038,The Accountant,WB,86300000.0,68900000.0,2016.0,155200000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.3,233022.0,,,,,,,
1514,two night stand,tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",60,2014-09-26,Two Night Stand,1600000,15600,868081,852481,Two Night Stand,EOne,18600.0,,2014.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.4,60510.0,,,,,,,
1515,food chains,tt2141739,Food Chains,Food Chains,2014,83.0,Documentary,36,2014-11-21,Food Chains,913000,0,176,176,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.2,328.0,,,,,,,
1516,midnight cabaret,tt2145676,Midnight Cabaret,Midnight Cabaret,2012,78.0,"Action,Crime,Drama",62,2013-08-07,Midnight Cabaret,300000,0,0,0,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.4,19.0,,,,,,,
1517,the forgotten,tt2145909,The Forgotten,The Forgotten,2014,89.0,Horror,21,2004-09-24,The Forgotten,50000000,66711892,117211892,50500000,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.3,472.0,,,,,,,
